CustomerID,TotalOrders,TotalQuantity,TotalRevenue
12605.0,1,-4,-7.5
12607.0,2,0,3.552713678800501e-15
12609.0,3,648,1126.85
12610.0,7,1028,2057.99
12611.0,1,846,1193.32
12612.0,2,251,643.59
12613.0,6,1596,3218.98
12614.0,1,76,315.6
12615.0,4,1376,2291.19
12616.0,5,273,657.25
12617.0,1,213,355.53
12618.0,1,96,177.31
12619.0,13,3354,3214.81
12620.0,3,1181,1339.41
12621.0,23,7404,13612.07
12622.0,1,69,180.1
12623.0,1,191,305.1
12624.0,2,355,641.13
12625.0,3,1577,2614.32
12626.0,13,3350,6388.35
12627.0,7,2752,4478.53
12628.0,4,445,769.61
12630.0,2,548,1270.88
12631.0,1,236,640.5
12633.0,5,1149,2140.63
12635.0,2,1172,1689.18
12637.0,10,2990,5953.25
12638.0,1,577,671.69
12639.0,1,201,486.1
12640.0,3,311,1174.58
12641.0,1,72,185.9
12642.0,3,552,1013.26
12643.0,6,1808,3344.64
12644.0,1,325,477.91
12645.0,5,1072,1755.38
12646.0,2,897,1346.97
12647.0,13,1420,3669.92
12648.0,1,160,318.05
12649.0,4,574,603.71
12650.0,1,254,314.44
12651.0,1,78,114.0
12652.0,2,502,914.53
12653.0,2,919,2209.85
12654.0,5,264,601.98
12656.0,8,1708,3982.72
12657.0,5,654,1152.06
12658.0,1,320,686.05
12659.0,1,105,91.68
12660.0,1,127,245.1
12662.0,12,2040,3817.08
12664.0,10,1202,4863.88
12665.0,2,36,61.75
12666.0,1,-56,-227.44
12667.0,1,395,620.13
12668.0,6,1595,3743.18
12669.0,4,1114,1607.73
12670.0,6,1391,2986.15
12672.0,1,78,225.89999999999998
12673.0,2,351,610.52
12674.0,7,1102,1919.31
12676.0,6,670,1331.39
12678.0,13,10899,17588.26
12679.0,9,530,1058.67
12680.0,4,443,862.81
12681.0,27,7518,13677.59
12682.0,31,5575,12288.22
12683.0,20,4903,8221.09
12684.0,7,1985,2283.63
12685.0,6,1523,2863.08
12686.0,1,107,89.14
12688.0,1,3028,4873.8099999999995
12689.0,2,628,1247.61
12690.0,1,106,389.01
12691.0,6,394,1035.8
12693.0,6,250,830.96
12694.0,2,509,869.67
12695.0,4,220,582.1
12697.0,5,499,939.02
12700.0,6,2963,4867.99
12701.0,2,678,797.71
12702.0,1,53,219.0
12703.0,2,161,274.7
12704.0,10,1003,2220.84
12705.0,14,3973,6814.24
12707.0,1,256,603.42
12708.0,16,1270,2616.32
12709.0,26,3832,9294.1
12710.0,4,849,1130.57
12712.0,17,1044,4241.63
12713.0,1,508,848.55
12714.0,5,3069,4708.86
12715.0,1,197,353.86
12716.0,2,708,1053.49
12717.0,3,505,980.98
12718.0,1,203,238.25
12719.0,3,361,608.1
12720.0,29,4654,5713.28
12721.0,7,1954,2628.98
12722.0,6,560,904.33
12723.0,5,434,725.07
12724.0,4,445,1031.41
12725.0,1,164,427.8
12726.0,7,3143,2609.1
12727.0,9,2085,3947.7
12728.0,4,419,836.33
12729.0,1,233,453.01
12731.0,14,8366,18793.41
12732.0,1,111,236.26000000000002
12733.0,1,137,383.95
12734.0,1,88,110.39999999999999
12735.0,2,368,779.5699999999999
12736.0,1,173,234.0
12738.0,1,148,155.35
12739.0,2,486,1013.04
12740.0,1,342,427.6
12743.0,2,319,546.43
12744.0,10,5234,9120.39
12747.0,11,1275,4196.01
12748.0,224,24210,29072.1
12749.0,8,1422,3868.2
12750.0,1,137,275.88
12752.0,1,2262,4366.78
12753.0,11,11250,21024.01
12754.0,5,6479,2949.12
12755.0,4,866,2203.2
12756.0,1,144,112.07999999999998
12757.0,19,2385,4227.7
12758.0,2,2135,2791.59
12759.0,3,902,1531.44
12762.0,2,1227,1898.52
12763.0,2,316,494.08
12764.0,1,386,1693.88
12766.0,7,3646,6989.63
12769.0,1,356,1143.6
12770.0,1,743,1351.45
12772.0,1,556,892.47
12775.0,6,853,1351.24
12778.0,7,824,804.23
12779.0,12,1996,3868.7
12781.0,5,592,707.72
12782.0,6,1070,2273.32
12783.0,8,622,1603.87
12784.0,2,300,574.42
12785.0,2,128,305.71
12787.0,3,261,463.66
12789.0,1,4,91.85
12790.0,1,166,324.92
12791.0,1,97,192.60000000000002
12792.0,1,217,400.53999999999996
12793.0,2,295,545.48
12794.0,2,592,860.41
12795.0,1,68,430.48
12797.0,3,79,194.18
12798.0,3,5256,6977.04
12802.0,2,302,412.58
12808.0,3,188,483.65000000000003
12809.0,2,219,484.36
12811.0,3,230,514.85
12812.0,1,164,229.64000000000001
12814.0,1,49,125.92
12815.0,2,379,1063.46
12816.0,2,128,572.2
12817.0,1,53,166.04
12818.0,2,923,1517.88
12820.0,4,722,942.34
12821.0,1,70,92.72
12822.0,3,548,918.98
12823.0,5,230,1759.5
12824.0,1,232,397.12
12826.0,8,1054,1468.1200000000001
12827.0,3,197,430.15000000000003
12828.0,6,494,1018.71
12829.0,3,375,253.05
12830.0,7,9847,6748.4
12831.0,1,135,215.05
12832.0,2,195,383.03
12833.0,1,156,417.38
12834.0,1,110,312.38
12836.0,4,1064,2612.86
12837.0,1,24,134.1
12838.0,2,359,683.13
12839.0,16,3804,5583.62
12840.0,6,1505,2714.27
12841.0,26,2683,3876.4
12842.0,2,547,1118.99
12843.0,9,753,1680.76
12844.0,2,125,325.96000000000004
12845.0,4,204,354.09
12847.0,1,909,871.54
12849.0,2,623,1050.8899999999999
12851.0,1,109,135.18
12852.0,2,145,299.75
12853.0,9,782,1881.7
12854.0,5,622,1289.15
12855.0,1,30,38.1
12856.0,8,1076,2162.68
12857.0,2,343,1106.4
12863.0,2,186,504.2
12864.0,1,216,147.12
12865.0,3,877,1548.07
12866.0,1,171,559.12
12867.0,10,4274,3986.22
12868.0,6,928,1607.0600000000002
12870.0,1,-2,-14.899999999999999
12871.0,2,200,380.64
12872.0,2,319,599.97
12873.0,1,128,374.0
12875.0,2,2019,343.2300000000001
12876.0,2,1941,2218.02
12877.0,12,1178,1535.77
12878.0,3,536,841.64
12879.0,4,363,552.5699999999999
12881.0,1,21,298.0
12882.0,2,246,1463.04
12883.0,4,196,703.47
12884.0,1,43,309.05
12885.0,4,654,1158.27
12886.0,3,761,1351.09
12888.0,4,68,313.77
12890.0,1,259,380.46999999999997
12891.0,3,950,331.0
12893.0,1,96,188.14
12895.0,3,204,347.3
12897.0,2,110,216.5
12901.0,36,20915,16293.1
12902.0,1,66,138.68
12904.0,2,302,509.58
12906.0,5,1749,2919.81
12908.0,4,0,246.0
12909.0,8,1270,2128.83
12910.0,8,1692,3075.04
12912.0,5,670,1662.3
12913.0,5,1419,2483.63
12915.0,2,93,363.65
12916.0,5,1111,2982.35
12917.0,1,120,594.0
12919.0,8,668,1301.44
12920.0,1,129,164.23
12921.0,50,9454,16389.74
12922.0,1,370,405.38
12923.0,1,69,176.97
12924.0,5,480,929.95
12925.0,2,541,694.05
12928.0,5,1472,2062.7000000000003
12929.0,2,36,105.1
12930.0,4,250,409.9
12931.0,20,23377,33462.81
12933.0,4,498,606.28
12935.0,8,1852,2156.45
12936.0,5,539,1012.9
12937.0,4,1007,1504.27
12938.0,1,140,114.14
12939.0,8,4876,11581.8
12940.0,4,406,876.29
12942.0,3,203,683.9
12943.0,1,-1,-3.75
12944.0,2,289,604.51
12945.0,1,165,462.95
12947.0,11,1157,1407.29
12948.0,8,1077,2053.7
12949.0,10,2363,4143.02
12950.0,3,1380,1843.0
12951.0,8,500,1042.07
12952.0,5,652,1382.8400000000001
12953.0,1,84,329.85
12955.0,14,3642,4734.26
12956.0,1,34,108.07
12957.0,12,2531,3979.04
12962.0,2,129,266.39
12963.0,9,873,1841.03
12965.0,1,283,771.91
12966.0,1,75,160.18
12967.0,4,243,1194.75
12968.0,1,73,135.95
12970.0,4,310,452.24
12971.0,89,9203,10930.26
12974.0,1,24,144.8
12976.0,1,561,738.6
12977.0,1,12,39.239999999999995
12980.0,12,864,7092.06
12981.0,2,242,372.21999999999997
12982.0,2,278,377.2
12984.0,1,26,97.5
12985.0,3,1413,1215.6200000000001
12987.0,3,217,545.0
12988.0,1,136,535.32
12989.0,19,2915,6854.51
12990.0,3,200,409.5
12991.0,2,405,503.76
12993.0,4,240,414.76
12994.0,5,440,902.22
12995.0,2,98,200.72
12997.0,7,648,1197.94
12999.0,3,342,455.88
13000.0,3,379,534.85
13001.0,15,5497,9797.92
13002.0,1,73,120.94999999999999
13003.0,3,103,149.05
13004.0,22,4796,5613.43
13005.0,3,167,468.95
13006.0,1,55,81.57
13008.0,2,115,178.46999999999997
13011.0,1,13,50.550000000000004
13012.0,11,671,1311.6200000000001
13013.0,15,2217,4786.99
13014.0,16,886,3365.43
13015.0,5,1617,3346.28
13016.0,3,527,789.89
13017.0,1,48,204.0
13018.0,29,5434,7272.75
13021.0,12,1336,2584.4
13023.0,2,286,689.9
13026.0,8,1586,936.15
13027.0,6,17280,6912.0
13028.0,3,796,659.68
13029.0,3,134,1247.5
13030.0,2,394,799.48
13032.0,3,367,996.52
13033.0,1,83,190.55
13034.0,2,369,642.77
13035.0,3,627,886.63
13037.0,3,431,881.07
13038.0,3,360,908.46
13040.0,2,355,676.99
13043.0,2,251,471.57
13044.0,1,429,560.47
13045.0,1,221,305.28000000000003
13046.0,2,264,629.31
13047.0,18,1355,3079.1
13048.0,5,1230,1805.91
13049.0,2,268,656.6800000000001
13050.0,28,3707,5684.61
13052.0,1,222,348.15000000000003
13055.0,4,891,1201.96
13058.0,3,52,271.40000000000003
13059.0,1,35,183.4
13060.0,1,123,307.53
13061.0,1,107,248.61
13062.0,1,343,346.98
13064.0,4,516,1119.49
13065.0,1,74,205.86
13066.0,3,320,430.9
13067.0,1,32,115.46000000000001
13068.0,2,200,344.0
13069.0,27,5466,3717.82
13070.0,1,110,228.8
13072.0,1,69,177.15
13075.0,1,485,919.61
13077.0,4,863,729.27
13078.0,43,5557,12432.28
13079.0,5,62,220.10000000000002
13080.0,1,120,58.08
13081.0,21,19021,27964.48
13082.0,10,4313,3595.48
13083.0,2,187,303.75
13085.0,3,108,272.38
13089.0,118,30787,57385.88
13090.0,18,2194,8689.39
13091.0,2,450,319.82
13092.0,6,271,459.83
13093.0,13,3943,7741.47
13094.0,16,1542,1708.8600000000001
13095.0,1,144,74.39999999999999
13097.0,14,2341,5893.32
13098.0,41,15911,28658.88
13099.0,1,288,207.35999999999999
13101.0,1,113,101.19
13102.0,27,4160,6336.29
13103.0,1,82,243.94
13104.0,6,504,1098.48
13106.0,2,14,59.5
13107.0,5,1288,1524.07
13108.0,1,298,350.06
13109.0,5,514,766.84
13110.0,8,384,1452.8700000000001
13113.0,40,2594,10510.0
13115.0,14,1534,2205.63
13116.0,2,290,485.19
13117.0,8,945,984.91
13118.0,7,389,1125.0
13120.0,1,12,30.599999999999998
13121.0,2,227,254.73
13122.0,2,585,922.39
13124.0,3,2147,3866.33
13126.0,10,2130,2056.29
13127.0,1,127,259.17
13130.0,1,32,64.0
13131.0,4,443,1039.3
13132.0,1,20,77.3
13133.0,2,32,109.8
13134.0,7,1044,1740.63
13135.0,1,4300,3096.0
13136.0,11,1312,2545.38
13137.0,9,2225,3605.08
13138.0,6,473,962.39
13139.0,8,2418,5055.79
13140.0,3,186,423.72
13141.0,6,1547,2385.8
13142.0,1,258,307.09
13144.0,1,21,110.95
13145.0,5,142,614.77
13146.0,1,154,228.91
13147.0,4,144,712.8000000000001
13148.0,17,1828,3348.48
13149.0,4,1280,1676.06
13151.0,2,361,1250.3700000000001
13153.0,1,418,486.22
13154.0,1,-1,-611.86
13155.0,4,497,971.76
13157.0,5,1430,1721.57
13158.0,4,784,1201.06
13159.0,5,1045,1379.75
13160.0,1,56,91.8
13161.0,1,29,112.75
13162.0,5,1663,1644.99
13165.0,2,1376,1021.48
13166.0,2,214,414.7
13167.0,4,785,791.33
13168.0,5,680,1310.14
13169.0,2,272,712.88
13170.0,1,147,116.00999999999999
13171.0,5,227,426.81
13173.0,2,277,353.65
13174.0,3,1395,2817.03
13176.0,1,453,492.84
13177.0,1,91,282.45
13178.0,11,3570,5725.47
13182.0,1,201,121.18
13183.0,9,2208,3957.78
13184.0,12,1662,1648.79
13185.0,1,12,71.4
13186.0,5,804,1539.69
13187.0,1,95,236.02
13188.0,1,25,114.60000000000001
13189.0,2,842,260.68
13192.0,2,595,911.94
13193.0,1,50,117.88
13194.0,1,26,60.7
13196.0,4,1224,1797.78
13198.0,8,2645,3384.09
13199.0,39,6172,9803.96
13200.0,4,516,870.09
13203.0,4,800,869.46
13207.0,2,130,250.26000000000002
13208.0,7,786,1205.9
13209.0,11,4232,5820.16
13210.0,1,316,353.48
13211.0,3,874,1197.42
13212.0,4,309,780.58
13213.0,6,1357,1518.43
13216.0,1,297,333.74
13217.0,5,114,133.62
13218.0,1,88,62.63999999999999
13220.0,4,196,819.2900000000001
13221.0,2,244,847.41
13223.0,2,88,163.20000000000002
13224.0,3,1512,2150.85
13225.0,8,3352,6083.04
13226.0,1,80,108.21000000000001
13227.0,1,99,257.7
13228.0,1,200,358.0
13229.0,1,63,160.95
13230.0,15,1544,2763.41
13232.0,7,778,1357.6
13233.0,2,1004,605.12
13235.0,2,440,101.17000000000007
13236.0,3,411,727.27
13238.0,5,296,680.83
13239.0,1,363,329.56
13240.0,4,298,663.65
13242.0,3,130,270.40000000000003
13243.0,1,233,600.07
13244.0,1,38,121.74000000000001
13245.0,1,125,430.5
13246.0,7,1552,1922.1
13247.0,4,328,501.12
13248.0,2,305,465.68
13249.0,3,546,711.41
13253.0,2,1572,1030.4
13255.0,3,174,390.66
13256.0,1,12540,0.0
13258.0,3,287,698.58
13259.0,1,132,292.32
13260.0,1,142,557.62
13261.0,2,210,944.1
13262.0,1,125,200.29
13263.0,35,4780,7454.07
13265.0,5,1752,2107.66
13266.0,19,4299,3717.67
13267.0,27,1939,4404.44
13268.0,15,3635,3167.64
13269.0,17,3509,5315.92
13270.0,1,200,590.0
13271.0,2,181,178.26
13272.0,2,96,276.56
13273.0,1,153,138.98
13276.0,2,161,590.9300000000001
13277.0,4,176,258.4
13278.0,1,537,542.73
13279.0,2,70,126.30000000000001
13280.0,3,522,814.86
13282.0,6,289,1047.8400000000001
13283.0,2,90,93.66
13284.0,2,79,196.15
13285.0,4,2051,2709.12
13291.0,1,233,361.11
13292.0,2,347,578.9399999999999
13294.0,2,453,873.74
13295.0,2,81,197.95000000000002
13296.0,1,78,87.4
13297.0,4,963,2089.85
13298.0,1,96,360.0
13299.0,1,30,142.5
13300.0,2,201,365.29
13301.0,4,345,618.09
13302.0,1,5,63.75
13304.0,1,238,300.42
13305.0,10,1232,2000.86
13307.0,1,4,15.0
13308.0,4,840,1367.6100000000001
13309.0,5,1544,1456.79
13310.0,6,575,1083.63
13311.0,2,305,598.57
13313.0,5,851,1555.32
13314.0,4,484,578.66
13316.0,5,6947,5815.49
13317.0,9,1003,2140.07
13318.0,3,304,640.76
13319.0,36,4686,10664.34
13320.0,6,1066,1491.7
13321.0,2,372,567.36
13322.0,1,117,199.48000000000002
13323.0,5,175,787.85
13324.0,12,5200,7072.8
13325.0,1,240,675.3
13327.0,9,1588,3617.57
13328.0,1,680,1308.48
13329.0,4,427,740.4
13330.0,3,751,1140.93
13332.0,1,179,350.9
13334.0,3,1774,3536.82
13336.0,1,559,795.12
13338.0,3,247,431.82
13339.0,1,326,860.12
13340.0,7,5770,10736.48
13341.0,1,301,775.85
13343.0,2,126,303.93
13344.0,3,971,2543.72
13345.0,2,139,377.6
13347.0,1,205,341.36
13348.0,1,136,233.76
13349.0,1,225,247.32
13350.0,3,284,910.72
13351.0,1,117,373.94
13352.0,2,315,389.28
13354.0,1,604,743.53
13355.0,1,314,674.7
13356.0,1,325,768.24
13357.0,1,322,609.95
13358.0,1,285,439.03
13359.0,2,159,431.26
13362.0,5,1379,3085.4900000000002
13363.0,2,710,992.5
13364.0,2,0,0.0
13365.0,3,1238,2191.22
13366.0,1,144,56.160000000000004
13368.0,2,327,623.4
13369.0,2,127,263.75
13370.0,2,336,721.32
13372.0,1,159,378.64
13373.0,3,1651,3312.25
13375.0,2,441,772.9
13376.0,3,493,1019.76
13379.0,3,601,572.56
13381.0,7,2027,3626.81
13382.0,1,131,222.99
13384.0,9,2415,4122.28
13385.0,1,281,534.57
13388.0,3,281,627.15
13389.0,3,429,797.96
13390.0,1,224,544.08
13391.0,1,4,59.8
13394.0,10,2215,2312.8
13395.0,1,336,307.72
13396.0,4,592,1325.29
13397.0,6,429,1539.18
13398.0,1,281,457.34
13402.0,2,479,621.23
13403.0,1,44,75.0
13404.0,2,111,252.49
13405.0,3,165,572.451
13408.0,81,16119,27487.41
13410.0,7,513,988.91
13411.0,1,72,213.55
13414.0,3,1574,1390.5
13416.0,2,142,712.5
13417.0,2,162,640.83
13418.0,23,3839,5845.44
13419.0,1,275,221.06
13420.0,4,88,140.35
13421.0,3,1180,1848.98
13422.0,2,1321,2601.55
13425.0,3,1123,1624.21
13426.0,12,2224,3550.7000000000003
13427.0,3,545,582.6
13428.0,1,156,218.47
13429.0,4,1390,1006.8
13430.0,4,738,648.6899999999999
13431.0,2,672,1269.1
13434.0,2,300,534.24
13435.0,9,2125,3794.4900000000002
13436.0,1,76,196.89
13437.0,7,1283,3408.06
13439.0,1,242,283.71
13441.0,1,204,296.64
13447.0,4,577,1104.23
13448.0,10,1638,3465.67
13449.0,1,222,291.88
13450.0,6,1982,2043.7199999999998
13451.0,6,2143,2916.45
13452.0,2,2,590.0
13453.0,2,134,356.97999999999996
13455.0,4,345,1007.35
13456.0,7,756,1737.8200000000002
13458.0,22,5460,9537.92
13460.0,2,286,183.44
13461.0,3,1170,1445.0
13462.0,2,61,143.25
13464.0,1,403,674.68
13466.0,2,258,297.95
13467.0,2,584,1083.71
13468.0,41,2581,5656.75
13470.0,2,100,165.0
13471.0,4,1590,2531.58
13473.0,3,260,417.54
13474.0,1,132,229.59
13475.0,4,1012,1431.78
13476.0,4,414,1092.77
13477.0,8,1018,1441.53
13479.0,3,133,291.0
13481.0,8,1127,1776.81
13482.0,1,116,184.64
13483.0,1,160,140.34
13484.0,1,44,313.8
13485.0,1,277,454.24
13486.0,3,669,1122.41
13487.0,3,265,575.4
13488.0,17,4512,8910.61
13489.0,4,560,449.52
13491.0,10,903,1215.82
13492.0,3,408,1269.84
13493.0,2,380,618.63
13494.0,1,162,316.26000000000005
13495.0,6,814,1990.1200000000001
13496.0,3,329,617.93
13497.0,3,159,321.05
13499.0,7,1358,1146.96
13500.0,4,585,1136.77
13501.0,2,557,1310.47
13502.0,3,264,292.0
13503.0,1,248,216.85
13504.0,1,178,295.93
13505.0,8,2461,4282.88
13506.0,3,321,452.82
13507.0,4,1597,2479.16
13508.0,1,24,110.97
13509.0,7,1106,979.72
13510.0,5,1382,1785.16
13512.0,1,143,251.21
13513.0,1,109,205.1
13514.0,1,40,152.20000000000002
13515.0,4,681,891.12
13516.0,3,985,1389.41
13517.0,5,1360,2109.07
13518.0,1,392,659.4399999999999
13519.0,2,22,110.80000000000001
13520.0,8,1642,3487.75
13521.0,3,736,1093.65
13522.0,1,44,125.80000000000001
13523.0,6,1745,3755.38
13524.0,5,324,680.1800000000001
13525.0,2,394,628.78
13527.0,8,1673,2263.76
13529.0,2,74,307.76
13531.0,2,174,483.8
13532.0,1,129,210.31
13533.0,3,204,270.79
13534.0,43,2876,5613.08
13536.0,7,2136,3448.29
13538.0,7,175,1280.85
13539.0,4,314,605.84
13544.0,2,127,291.41
13546.0,3,359,626.99
13548.0,2,441,682.41
13549.0,8,457,916.12
13551.0,1,12,91.80000000000001
13552.0,16,1386,3539.53
13555.0,4,2660,4149.28
13557.0,2,546,584.06
13558.0,4,344,605.06
13560.0,1,64,174.37
13561.0,1,83,141.85999999999999
13562.0,3,757,1799.33
13563.0,2,209,777.53
13564.0,5,659,647.74
13565.0,2,172,240.22
13566.0,2,575,874.71
13568.0,1,70,192.85
13569.0,2,164,373.75
13570.0,1,161,239.49
13571.0,12,1759,2092.32
13572.0,1,534,1384.25
13573.0,2,303,294.4
13575.0,5,449,732.0699999999999
13576.0,20,2640,6703.3
13577.0,5,771,1658.3
13579.0,2,176,467.04
13581.0,1,30,118.0
13583.0,1,725,781.03
13584.0,1,37,142.4
13587.0,3,160,347.0
13588.0,13,2573,2445.12
13589.0,2,114,379.65
13590.0,7,1846,1976.12
13591.0,3,485,1117.13
13592.0,4,84,247.95999999999998
13593.0,6,707,1990.28
13594.0,1,359,396.97
13596.0,2,406,697.04
13598.0,2,57,167.42000000000002
13599.0,33,3169,5030.6
13600.0,1,324,219.52
13601.0,2,548,693.32
13602.0,1,267,428.89
13603.0,1,164,164.34
13606.0,3,279,280.53999999999996
13607.0,1,290,678.01
13610.0,9,514,1115.43
13611.0,4,762,1158.2
13614.0,4,570,1610.46
13615.0,2,183,399.99
13617.0,3,300,544.18
13618.0,1,246,177.34
13621.0,1,343,213.85
13623.0,7,286,672.44
13626.0,1,209,257.23
13627.0,7,1266,1624.02
13629.0,11,4372,7792.36
13630.0,11,1377,1995.68
13631.0,12,460,3021.77
13632.0,6,1036,2117.02
13634.0,5,704,1575.16
13635.0,1,677,1071.03
13636.0,6,586,941.62
13637.0,3,409,810.5
13638.0,1,93,122.64
13639.0,1,800,1033.34
13642.0,1,173,354.8
13643.0,3,273,519.44
13644.0,5,2060,2597.52
13645.0,1,158,252.1
13647.0,5,894,1670.22
13649.0,2,139,346.6
13650.0,7,918,1809.34
13651.0,2,33,94.2
13652.0,3,578,1095.08
13654.0,6,2182,2707.33
13655.0,2,605,932.97
13656.0,2,490,379.65
13657.0,2,209,382.14
